id,member_id,loan_amnt,loan_status,dti,fico_range_low,fico_range_high
764963,965764,3600,Charged Off,5.03,695,699
767902,969078,6000,Charged Off,17.79,710,714
767882,969055,20000,Current,8.72,680,684
767286,968352,35000,Current,25.13,745,749
766154,967137,4000,Current,6.05,720,724
767652,968802,10000,Fully Paid,7.43,735,739
766902,967934,17500,Fully Paid,17.93,685,689
767639,968788,9200,Fully Paid,15.93,700,704
764985,965800,16000,Charged Off,23.86,740,744
767819,968978,5000,Fully Paid,7.46,665,669
767814,968980,9300,Current,21.84,725,729
767805,968968,13000,Fully Paid,13.46,660,664
767799,968961,4800,Fully Paid,21.96,700,704
767757,968914,7000,Charged Off,3.47,700,704
767746,968902,4500,Fully Paid,18.67,725,729
767687,968834,6500,Charged Off,11.11,670,674
767579,968722,12000,Fully Paid,6.53,755,759
767614,968762,35000,Fully Paid,23.22,680,684
767598,968745,15775,Fully Paid,24.08,710,714
767580,968723,24000,Fully Paid,19.66,730,734
767550,968690,10000,Fully Paid,18.12,690,694
767584,968729,16000,Charged Off,7.17,695,699
767588,968733,34475,Fully Paid,24.61,685,689
767586,968728,6700,Fully Paid,1.98,690,694
767455,968535,8000,Fully Paid,8.28,760,764
756300,956224,4000,Fully Paid,22.32,695,699
767495,968631,8000,Fully Paid,14.76,710,714
767511,951749,9450,Current,27.5,780,784
762950,963517,4800,Fully Paid,9.45,675,679
767464,968547,20000,Fully Paid,13.55,745,749
761033,961423,25000,Fully Paid,15.27,720,724
767411,968488,14000,Fully Paid,11.64,695,699
743289,941518,29700,Fully Paid,26.53,735,739
766784,967809,10000,Fully Paid,13.29,725,729
767358,968430,4500,Charged Off,11.6,735,739
767262,968321,3000,Fully Paid,11.81,705,709
767265,968324,7200,Fully Paid,22.98,765,769
766131,967108,14900,Current,18.12,665,669
767325,968394,10625,Current,23.88,695,699
765317,966178,16000,Fully Paid,17.91,735,739
762956,963524,20000,Fully Paid,0.29,685,689
761597,962071,6000,Fully Paid,2.83,755,759
757747,957822,12000,Fully Paid,12.19,685,689
767252,968310,15000,Fully Paid,14.76,660,664
767232,968288,12000,Fully Paid,8.88,675,679
767012,968046,8000,Fully Paid,0.26,770,774
723436,918374,8000,Fully Paid,4.49,705,709
767189,968239,28000,Current,15.49,755,759
767163,968207,12000,Fully Paid,12.83,700,704
767054,968092,24000,Fully Paid,4.66,665,669
767061,968101,12000,Fully Paid,7.04,735,739
767075,968116,4500,Fully Paid,18.48,765,769
767009,968043,11325,Current,22.28,705,709
767014,968048,5000,Fully Paid,18.64,695,699
766830,967860,20000,Charged Off,20.7,680,684
766999,968033,10000,Fully Paid,24.16,695,699
766973,968005,6000,Fully Paid,19.65,710,714
766964,967996,10000,Fully Paid,18.04,745,749
764940,965720,25000,Charged Off,14.41,665,669
766950,967982,5000,Current,25.56,730,734
765413,966290,3200,Fully Paid,12.55,720,724
766890,967922,8000,Fully Paid,22.18,695,699
766911,967943,5075,Fully Paid,12.05,695,699
766881,967913,6500,Fully Paid,9.11,700,704
766861,967893,6000,Fully Paid,8.22,660,664
765567,966473,17000,Current,17.24,780,784
766828,967857,10500,Fully Paid,19.95,765,769
766781,967806,16800,Fully Paid,12.32,740,744
766772,967796,20000,Fully Paid,17.62,730,734
766765,967790,13250,Fully Paid,18.14,665,669
752015,951544,10000,Fully Paid,5.47,740,744
766739,967764,15000,Fully Paid,5.19,670,674
766639,967657,3000,Fully Paid,8.36,685,689
765474,966366,35000,Charged Off,13.72,685,689
766668,967687,22000,Current,10.49,785,789
766671,933543,35000,Fully Paid,9.96,745,749
766608,967624,16000,Late (31-120 days),10.99,720,724
766616,967634,35000,Current,13.08,745,749
766593,967609,30000,Charged Off,14.44,715,719
766532,923180,34800,Fully Paid,8.38,715,719
766515,967527,4500,Charged Off,13.7,680,684
762697,963237,3200,Fully Paid,13.17,680,684
766503,967514,14000,Fully Paid,23.35,700,704
765963,966921,18000,Fully Paid,14.68,745,749
766419,967423,4000,Fully Paid,23.29,720,724
759192,959422,10000,Charged Off,12.73,660,664
766400,967403,10000,Fully Paid,20.32,720,724
766373,967374,14000,Fully Paid,3.17,755,759
739822,937436,19700,Fully Paid,16.51,715,719
764500,965232,5000,Fully Paid,3.16,790,794
766293,967285,5000,Charged Off,7.68,700,704
765968,966927,7000,Fully Paid,6.53,785,789
763834,964495,5400,Fully Paid,22.43,685,689
766148,967128,14400,Fully Paid,14.08,740,744
752920,952543,5700,Fully Paid,17.05,680,684
766091,967062,1875,Charged Off,24.47,720,724
766212,967196,10000,Fully Paid,16.36,680,684
766191,967176,9000,Fully Paid,19.9,740,744
748579,947639,21250,Fully Paid,15.63,690,694
766159,967142,5000,Fully Paid,13.22,745,749
765763,966698,7000,Charged Off,23.29,695,699
766128,967105,25000,Charged Off,7.9,765,769
766106,967078,6000,Fully Paid,20.49,660,664
763356,963969,28000,Fully Paid,17.75,765,769
766102,967073,5000,Fully Paid,21.08,700,704
766075,967045,6000,Fully Paid,19.34,715,719
765812,966755,5000,Fully Paid,5.79,705,709
766045,967013,15000,Fully Paid,16.16,710,714
766050,967018,11600,Fully Paid,12.17,685,689
765998,966961,17300,Fully Paid,10.49,695,699
764267,964970,15000,Fully Paid,5.71,755,759
764350,965061,6000,Fully Paid,8.91,730,734
737718,934951,3000,Fully Paid,22.76,750,754
765961,966919,20000,Fully Paid,7.46,740,744
765850,966798,20000,Current,23.33,675,679
765726,966659,35000,Fully Paid,19.1,675,679
765864,966816,15000,Fully Paid,11.24,685,689
765813,966756,12250,Charged Off,24.81,685,689
765156,965997,9000,Fully Paid,8.05,755,759
765802,966743,3500,Fully Paid,0.81,810,814
765780,966718,4000,Fully Paid,12.52,680,684
765768,966703,16000,Current,24.82,710,714
765751,966685,7000,Current,4.84,750,754
765674,966599,15000,Fully Paid,15.86,730,734
765735,966668,1000,Fully Paid,6.24,725,729
743624,941916,15000,Fully Paid,12.73,685,689
765694,966621,15000,Charged Off,20.18,700,704
626903,803314,15000,Fully Paid,12.46,715,719
765683,966610,12000,Fully Paid,19,700,704
765692,966619,9000,Fully Paid,25.04,720,724
759139,959368,1000,Fully Paid,7.52,795,799
765598,966513,9400,Fully Paid,12.62,710,714
765570,966477,2400,Fully Paid,21.21,680,684
765521,931283,35000,Current,16.69,745,749
765508,966405,4400,Fully Paid,5.4,710,714
765479,966373,6000,Charged Off,16.74,665,669
765440,966322,3900,Charged Off,6.09,685,689
763797,964454,2500,Fully Paid,9.38,715,719
763901,964567,4000,Fully Paid,3.67,715,719
765406,966282,4800,Fully Paid,15.34,660,664
765209,966056,5000,Fully Paid,3.27,795,799
763337,963899,16000,Fully Paid,15.42,725,729
765368,966239,1500,Charged Off,10.87,695,699
765334,966197,18000,Fully Paid,16.64,725,729
765316,966180,5500,Fully Paid,17.63,765,769
764916,965691,20500,Current,18.47,685,689
762330,962844,35000,Fully Paid,1.1,805,809
765295,966157,11400,Current,20.82,685,689
765267,966123,8000,Fully Paid,13.29,705,709
763601,964236,2000,Charged Off,24.8,680,684
760810,961133,3200,Fully Paid,6.93,720,724
764201,964891,5000,Fully Paid,9.77,770,774
765226,966076,20000,Fully Paid,17.07,710,714
765206,966053,14400,Fully Paid,7.96,715,719
765162,966004,1000,Fully Paid,17.31,685,689
765193,966039,3000,Fully Paid,4.91,800,804
765146,965986,35000,Fully Paid,7.38,705,709
765145,965985,1500,Fully Paid,14.12,715,719
765141,965981,24000,Current,15.95,700,704
762765,963317,8400,Fully Paid,8.96,760,764
765133,965972,9000,Fully Paid,8.3,745,749
765126,965965,8000,Fully Paid,5.4,800,804
758486,958652,15000,Fully Paid,6.7,720,724
765094,965927,18000,Charged Off,13.08,720,724
764093,964770,25000,Current,16.41,710,714
751920,951440,3600,Fully Paid,15.49,670,674
765086,965918,3000,Fully Paid,9.96,705,709
764893,965664,28800,Current,16.78,670,674
733721,930114,4500,Fully Paid,18.93,705,709
765027,965851,10000,Current,13.92,750,754
765045,965872,2400,Fully Paid,12.11,725,729
765039,965865,10000,Charged Off,9.71,660,664
765044,960625,12000,Fully Paid,18.52,665,669
765022,965846,18500,Charged Off,22.83,730,734
765011,965832,6500,Fully Paid,17.66,750,754
764264,964963,3600,Fully Paid,21.63,660,664
764995,965813,7500,Fully Paid,15,705,709
764953,965736,14000,Fully Paid,4.54,740,744
764948,965729,23000,Current,21.24,725,729
757166,957181,15825,Fully Paid,12.4,770,774
760519,960795,10000,Charged Off,24.39,695,699
757305,957332,3000,Current,24.64,690,694
764749,965506,13650,Fully Paid,29.86,765,769
764852,965621,6000,Fully Paid,4.76,785,789
763675,964318,15000,Fully Paid,18.76,790,794
764769,965529,9600,Current,15.95,765,769
764779,965541,6400,Fully Paid,17.12,730,734
764775,965536,8000,Current,0,810,814
763325,963887,1000,Charged Off,20.4,680,684
764255,964950,8000,Fully Paid,12.5,685,689
764628,965375,9600,Fully Paid,12.71,715,719
764754,965508,22000,Fully Paid,17.18,700,704
764750,965507,18000,Fully Paid,18.18,725,729
764687,965439,24000,Fully Paid,11.38,770,774
764711,965466,10000,Fully Paid,15.1,665,669
764666,965417,15175,Current,18.78,665,669
749598,948846,10000,Current,17.8,720,724
760850,961172,8000,Current,17.16,735,739
764671,965422,5600,Fully Paid,9.18,680,684
764670,965421,20000,Current,26.12,725,729
764623,965370,10000,Fully Paid,24.46,750,754
764624,965371,5000,Fully Paid,8.6,710,714
764618,965365,2700,Fully Paid,11.9,740,744
764577,965321,3250,Fully Paid,23.94,665,669
764588,965332,16000,Fully Paid,18.09,680,684
764593,965337,9700,Fully Paid,5.3,785,789
764563,965306,7500,Fully Paid,0.48,810,814
762306,962819,4200,Fully Paid,4.62,775,779
764483,965214,8400,Charged Off,20.92,695,699
764505,965238,2150,Fully Paid,5.6,660,664
764024,964696,3000,Fully Paid,4.02,670,674
763380,963996,12000,Fully Paid,14.29,675,679
764351,965062,2000,Current,4.4,725,729
762117,962616,15000,Current,8.85,745,749
764366,965078,8000,Fully Paid,12.87,680,684
764365,965077,20000,Current,16.5,735,739
764376,965089,5000,Charged Off,3.88,695,699
745778,944401,14400,Fully Paid,9.93,680,684
757402,957437,8000,Current,19.96,695,699
762910,963477,15000,Fully Paid,14.36,740,744
764332,965042,12325,Charged Off,6.54,740,744
756725,956684,28000,Fully Paid,21.04,710,714
764296,965001,18000,Fully Paid,4.33,760,764
764297,965002,9975,Fully Paid,15.57,785,789
750934,950344,10100,Fully Paid,19.21,725,729
747663,946620,5500,Fully Paid,7.71,785,789
764165,964849,20000,Fully Paid,20.46,690,694
764228,964919,18000,Charged Off,17.42,690,694
764236,964928,4000,Fully Paid,18.11,690,694
764191,964878,3000,Fully Paid,6.04,665,669
764195,964882,10000,Fully Paid,17.2,725,729
764198,964886,8000,Current,15.44,705,709
764173,964858,15000,Fully Paid,6.93,700,704
764124,964804,6725,Current,8.58,665,669
764136,964818,7000,Fully Paid,24,730,734
764147,964830,13500,Fully Paid,10.51,735,739
764097,964774,3000,Fully Paid,19,680,684
764070,964745,6000,Fully Paid,19.77,680,684
762279,962790,15500,Fully Paid,14.09,780,784
764047,964720,9000,Fully Paid,7.29,710,714
751142,950561,21000,Fully Paid,9.44,685,689
762989,963558,18000,Fully Paid,7.92,755,759
763950,964619,8500,Fully Paid,22,685,689
763931,964599,35000,Fully Paid,19.46,695,699
754158,953864,12000,Charged Off,19.07,660,664
763930,964598,7200,Fully Paid,21.87,705,709
763907,964574,7500,Charged Off,8.39,665,669
763883,964547,17000,Charged Off,14.7,675,679
761413,961873,4800,Fully Paid,12.02,700,704
763793,964449,18825,Current,17.22,740,744
763855,964517,7200,Fully Paid,10.19,740,744
763844,964506,6000,Fully Paid,12.16,675,679
763723,964373,5000,Charged Off,0.67,755,759
763762,964417,3000,Fully Paid,15.53,680,684
763767,964422,10000,Fully Paid,12.92,675,679
763753,964406,15000,Charged Off,14.17,695,699
763737,964387,3000,Fully Paid,19.24,755,759
763694,964339,20400,Fully Paid,2.29,730,734
758263,958408,15000,Fully Paid,18.58,685,689
763027,963597,13250,Fully Paid,5.88,700,704
763665,964307,9000,Charged Off,18.47,675,679
763623,964262,3600,Fully Paid,13.99,685,689
763634,945806,17500,Fully Paid,12.03,720,724
763625,964264,12500,Fully Paid,18.98,665,669
763555,964184,18000,Fully Paid,22.53,710,714
763270,963831,7000,Fully Paid,7.92,730,734
763527,964154,12000,Current,1.89,725,729
763547,964175,20000,Charged Off,22.04,685,689
763505,964131,2000,Fully Paid,10.22,690,694
763506,964132,8000,Fully Paid,18.66,695,699
763491,964110,4500,Fully Paid,13.02,680,684
763437,964055,8000,Fully Paid,4.37,725,729
753784,953463,5600,Fully Paid,2.61,805,809
763432,964050,10000,Fully Paid,18.58,740,744
763319,963882,5600,Fully Paid,14.27,690,694
763362,963975,15000,Fully Paid,4.82,675,679
763355,963968,1800,Fully Paid,16.63,720,724
763401,964017,6000,Charged Off,18.34,685,689
763360,963973,24000,Fully Paid,13.01,750,754
763211,963766,10600,Fully Paid,24.94,690,694
763310,963870,10000,Fully Paid,4.65,725,729
763330,963892,14650,Fully Paid,14.93,740,744
763306,963866,15850,Fully Paid,0.31,780,784
763314,963875,5500,Charged Off,16.54,730,734
763295,963855,21000,Fully Paid,17.71,700,704
763274,963835,20000,Charged Off,16.52,710,714
763283,963843,9000,Charged Off,13.14,690,694
763281,929144,8000,Current,1.71,690,694
763262,963821,35000,Fully Paid,22.28,675,679
762637,963174,4500,Current,1.42,690,694
763180,963732,10000,Current,22.69,765,769
763106,963683,7000,Fully Paid,10.77,810,814
762370,962890,1500,Fully Paid,19.02,705,709
763107,963684,8000,Fully Paid,14.33,725,729
763033,963600,26800,Current,10.05,765,769
761871,962355,12300,Fully Paid,18.7,725,729
763067,963641,4600,Charged Off,5.92,665,669
762867,963431,14000,Current,23.29,745,749
763043,963616,4500,Fully Paid,21.46,765,769
763024,963594,4000,Fully Paid,16.74,700,704
761753,962229,12000,Charged Off,10.95,795,799
762993,963563,18000,Fully Paid,20.15,740,744
762865,963429,30000,Current,8.87,695,699
762783,963343,16000,Current,23.18,660,664
762963,963531,15000,Current,22.96,695,699
725515,920773,3600,Fully Paid,4.97,675,679
762304,962818,3000,Fully Paid,16.98,715,719
762894,963460,32350,Late (31-120 days),21.93,690,694
746901,945716,6000,Fully Paid,7.33,695,699
762923,963490,21000,Current,9.16,690,694
762885,963450,11200,Fully Paid,22.42,705,709
762908,963475,1000,Fully Paid,22.02,695,699
762881,963446,6500,Fully Paid,20.37,675,679
762895,963461,16000,Charged Off,7.84,670,674
762890,963455,14400,Current,23.32,670,674
762870,963434,35000,Current,6.67,705,709
761992,962484,7000,Fully Paid,14.65,670,674
762174,962681,12400,Current,12.6,685,689
762857,963422,20000,Fully Paid,9.27,705,709
762858,950916,15000,Fully Paid,7.74,730,734
755916,955801,10000,Current,13.87,670,674
745486,944071,10000,Fully Paid,0.25,755,759
760250,960513,15000,Fully Paid,18.95,705,709
761050,961440,16000,Fully Paid,9.86,725,729
762799,963358,6000,Fully Paid,7.84,780,784
760164,960423,24000,Charged Off,11.88,760,764
762788,963339,1000,Fully Paid,3.47,780,784
761721,962196,9600,Fully Paid,16.28,730,734
762735,963286,9600,Charged Off,6.76,665,669
748786,947914,15000,Current,13.57,740,744
762710,963254,10000,Fully Paid,3.22,715,719
762630,963168,5000,Charged Off,16.1,660,664
762590,963125,6000,Charged Off,9.2,690,694
762576,963108,14000,Fully Paid,24.35,685,689
762580,963112,30000,Current,9.49,750,754
762571,963103,12000,Fully Paid,13.29,720,724
762550,963082,15000,Fully Paid,14.44,705,709
762547,963079,6000,Current,24.76,730,734
762019,962513,33950,Fully Paid,18.73,700,704
739481,937058,2800,Fully Paid,0.75,710,714
762525,960185,12000,Current,15.58,680,684
762510,963040,35000,Current,8.44,745,749
762494,963024,13000,Fully Paid,15.11,710,714
762128,962628,30000,Current,14.8,750,754
760521,960797,10000,Fully Paid,19.46,760,764
757952,958055,2000,Fully Paid,1.74,680,684
742498,940579,30000,Fully Paid,17.48,715,719
762053,962549,12100,Fully Paid,24.78,755,759
759631,959884,15000,Current,3.37,795,799
762420,959643,3400,Fully Paid,3.87,725,729
762415,962938,20000,Fully Paid,22.19,695,699
762383,962903,2500,Fully Paid,6.48,735,739
761613,962087,16000,Fully Paid,21.41,745,749
762357,962875,10000,Fully Paid,18.2,680,684
757754,957829,15000,Charged Off,20.66,725,729
762334,962849,3000,Fully Paid,27.53,720,724
762305,937603,6800,Fully Paid,13.1,665,669
758355,958512,35000,Fully Paid,8.97,700,704
762048,962544,5000,Current,7.83,680,684
762298,962811,2000,Fully Paid,5.56,675,679
762317,931060,13725,Charged Off,9.24,715,719
762284,962794,4925,Fully Paid,11.14,675,679
762239,962748,4000,Fully Paid,19.62,665,669
759589,959839,2000,Fully Paid,23.55,680,684
762192,962700,7425,Current,10.47,670,674
761993,962486,5600,Fully Paid,7.78,715,719
762143,962645,8000,Fully Paid,20.82,690,694
762147,962650,3300,Current,11.12,675,679
760992,961377,12000,Fully Paid,20.13,690,694
762065,962561,7000,Current,24.78,705,709
762087,962584,11200,Charged Off,24.63,675,679
760487,960763,10400,Current,22.17,720,724
762076,962573,7500,Fully Paid,19.89,685,689
762080,962577,16000,Fully Paid,11.32,695,699
762078,962575,6000,Fully Paid,21.12,705,709
745255,943814,11000,Charged Off,14.83,695,699
762037,962531,13000,Current,9.46,765,769
762021,962515,6000,Fully Paid,22.26,780,784
762041,962535,3500,Fully Paid,18.98,690,694
762000,962494,15000,Fully Paid,12.79,710,714
762033,922971,20000,Fully Paid,17.45,730,734
762003,962497,6000,Fully Paid,17.94,740,744
761961,962451,3600,Fully Paid,25.12,730,734
758528,958699,9000,Charged Off,11.68,755,759
761949,962439,5000,Fully Paid,27.82,735,739
761951,962441,8800,Fully Paid,19.15,685,689
755475,955285,2400,Fully Paid,13.24,680,684
761924,962411,1000,Charged Off,4.39,685,689
761893,962378,15200,Fully Paid,11.59,750,754
761921,962408,4200,Fully Paid,8.5,700,704
761698,962173,2000,Fully Paid,22.35,670,674
756020,955923,15000,Fully Paid,7.55,740,744
760849,961171,10000,Fully Paid,11.51,740,744
761890,962373,4800,Current,3.67,710,714
761855,962338,12000,Current,13.45,725,729
761831,962313,7000,Fully Paid,24.15,700,704
761781,962259,4400,Charged Off,9.18,670,674
761798,962276,30000,Charged Off,23.63,705,709
761797,962270,8000,Fully Paid,1.85,745,749
761764,962240,12375,Current,20.03,670,674
632417,810160,35000,Charged Off,6.23,680,684
761733,962208,10000,Charged Off,9.82,780,784
761722,962197,6000,Fully Paid,2.17,680,684
761732,944751,35000,Fully Paid,5.61,720,724
761715,962190,6900,Current,11.58,685,689
761659,962134,20000,Fully Paid,15.23,700,704
761647,962122,16000,Fully Paid,29.65,725,729
751706,951170,16000,Current,22.2,725,729
759314,959547,11000,Fully Paid,11.82,715,719
761632,962106,10000,Fully Paid,19.47,675,679
761604,962078,5500,Charged Off,18.35,690,694
761600,962074,16800,Fully Paid,22.7,725,729
761596,962070,8000,Fully Paid,18.12,670,674
761566,962036,13750,Charged Off,22.01,665,669
761261,961674,3300,Fully Paid,4.29,690,694
741982,939986,7550,Current,12.65,700,704
761540,962007,2000,Fully Paid,12.87,675,679
761524,961991,23000,Fully Paid,14.66,700,704
761509,961975,12000,Fully Paid,17.02,705,709
761499,961964,8000,Fully Paid,18.25,735,739
761460,961923,2000,Fully Paid,13.67,685,689
761469,961932,2500,Fully Paid,19.18,730,734
761412,961872,2000,Fully Paid,11.23,680,684
761407,961865,15000,Fully Paid,8.15,725,729
760049,960328,1200,Fully Paid,0.05,730,734
761390,961846,8000,Fully Paid,22.6,680,684
760967,961351,15000,Fully Paid,11.5,775,779
759041,959259,18000,Fully Paid,11.63,775,779
761214,961619,6000,Current,12.77,690,694
756117,956029,17000,Charged Off,23.59,700,704
761225,961633,12000,Fully Paid,10.15,735,739
758921,959133,8000,Fully Paid,15.9,730,734
761163,961563,14500,Fully Paid,23.17,705,709
761158,961557,10400,Fully Paid,6.9,745,749
761100,961494,9000,Fully Paid,13.5,670,674
761090,961484,2000,Fully Paid,8.09,730,734
761083,961475,6000,Fully Paid,20.34,710,714
761062,961452,25000,Fully Paid,14.73,740,744
759476,959722,17600,Fully Paid,11.85,740,744
761003,929764,20000,Current,19.83,735,739
760737,961048,12400,Fully Paid,18.87,695,699
760029,960305,6000,Charged Off,17.16,670,674
759505,959753,7200,Current,7.42,690,694
760899,961275,9000,Fully Paid,15.2,730,734
760824,961147,4800,Fully Paid,2.57,735,739
760833,961156,20950,Fully Paid,14.37,730,734
760726,961036,4000,Fully Paid,14.83,775,779
760683,960992,3500,Fully Paid,0.36,805,809
760712,961022,2000,Fully Paid,22.11,720,724
760738,961049,4500,Fully Paid,21,730,734
760731,961041,2500,Fully Paid,12.95,690,694
760715,961025,10000,Fully Paid,18.14,680,684
760714,961024,2600,Fully Paid,23.35,670,674
760677,960986,13000,Fully Paid,16.27,715,719
734957,931555,6000,Current,2.33,680,684
760654,960961,10000,Fully Paid,4.14,700,704
760632,960934,26000,Fully Paid,0.11,810,814
760618,960920,6000,Fully Paid,18.12,675,679
760633,960935,20000,Fully Paid,10.88,680,684
751937,951459,6800,Charged Off,11.02,695,699
751200,950627,2400,Fully Paid,0.35,735,739
739397,936974,3000,Fully Paid,1.66,750,754
760529,960805,9000,Fully Paid,16.94,715,719
760496,960772,5000,Current,15.78,705,709
760526,960802,2000,Fully Paid,22.59,660,664
760475,960751,1200,Fully Paid,14.75,675,679
760488,960764,8475,Charged Off,15.59,685,689
752742,952345,6400,Current,15.7,740,744
760455,960729,5000,Fully Paid,16.71,725,729
759864,960131,5000,Fully Paid,2.54,725,729
760425,960696,12100,Fully Paid,13.3,780,784
760388,960657,15850,Fully Paid,17.91,715,719
760338,913557,10500,Fully Paid,6.22,755,759
760314,960581,14125,Fully Paid,20.16,790,794
760328,934559,25000,Current,8.14,715,719
759676,959932,3000,Fully Paid,16.08,730,734
752905,952527,35000,Fully Paid,3.73,740,744
759806,960068,11200,Fully Paid,8.73,735,739
760215,960476,3000,Current,11.9,680,684
760194,953349,24600,Current,12.68,735,739
758317,958467,22800,Current,20.59,705,709
760045,960323,22000,Fully Paid,19.21,765,769
759881,960150,15000,Fully Paid,20.79,725,729
758478,958643,5000,Fully Paid,4.71,705,709
760011,960286,6400,Charged Off,12.11,720,724
759988,960261,5600,Fully Paid,15.82,695,699
759969,960242,10000,Fully Paid,1.9,750,754
759675,959931,8000,Charged Off,8.31,670,674
759943,960215,14400,Fully Paid,11.27,765,769
759927,960199,11000,Fully Paid,0.28,780,784
759923,960194,25975,Charged Off,16.87,725,729
759878,960145,5000,Fully Paid,10.55,705,709
749861,949136,4125,Current,6.35,675,679
759142,959371,4200,Fully Paid,21.87,690,694
758300,958449,2400,Fully Paid,1.05,770,774
759739,959997,7500,Fully Paid,5.84,780,784
758046,958161,7000,Current,13.4,730,734
758575,958750,7500,Fully Paid,15.83,700,704
757023,957009,3000,Current,0,730,734
759678,959934,2600,Fully Paid,8.33,670,674
759673,959929,4000,Fully Paid,1.35,675,679
759672,959928,3200,Fully Paid,19.86,770,774
739077,936604,10000,Fully Paid,18.79,680,684
755082,954850,15000,Fully Paid,14.94,700,704
759441,959682,8000,Fully Paid,13.47,725,729
759594,959844,2000,Fully Paid,7.03,680,684
759583,959833,7000,Fully Paid,23.7,720,724
759491,959738,15000,Fully Paid,22.28,715,719
759566,959815,7500,Charged Off,9.69,775,779
756328,956256,11000,Fully Paid,15.12,695,699
759551,959800,3000,Charged Off,20.72,725,729
759435,959675,8500,Fully Paid,15.69,680,684
759467,959712,11400,Charged Off,17.91,690,694
759472,959718,8000,Fully Paid,8.94,785,789
759508,959755,18000,Current,19.17,765,769
759477,959723,12000,Current,20.67,715,719
759456,959699,20000,Current,9.13,720,724
759484,959731,4600,Fully Paid,7.15,710,714
759452,959695,6000,Fully Paid,6.74,700,704
759448,959692,6000,Current,10.34,700,704
755920,955806,15000,Current,7.16,670,674
759384,959622,20000,Fully Paid,6.05,745,749
759397,959637,11000,Fully Paid,18.58,715,719
759401,959640,17000,Fully Paid,22.27,695,699
749604,948852,15000,Charged Off,12.98,685,689
759418,952308,4100,Fully Paid,19.2,695,699
756604,956555,28000,Fully Paid,15.49,730,734
755013,954781,6900,Current,18.56,675,679
759372,932652,1000,Charged Off,23.67,685,689
759306,959539,11000,Charged Off,9.6,750,754
759277,959510,20000,Fully Paid,22.03,690,694
759237,959469,4000,Fully Paid,19.27,765,769
759281,959515,22000,Current,17.25,725,729
759263,959496,14000,Fully Paid,5.71,730,734
758947,959160,11000,Fully Paid,8.43,785,789
759184,959414,5000,Current,9.5,670,674
759223,959456,8000,Current,7.7,680,684
759175,959405,4000,Fully Paid,13.11,660,664
756112,956024,8000,Charged Off,13.65,685,689
745874,944507,12000,Fully Paid,8.58,720,724
759106,959333,11000,Fully Paid,12.08,720,724
755537,955392,5650,Fully Paid,18.57,720,724
758944,959157,10000,Fully Paid,13.2,765,769
759102,959329,16000,Charged Off,5.38,685,689
758811,959017,13200,Current,17.68,780,784
759058,959281,25000,Fully Paid,20.44,725,729
757001,956982,11000,Fully Paid,3.37,770,774
758993,959207,11200,Late (31-120 days),5.01,675,679
758841,959051,5600,Fully Paid,13.77,685,689
758984,959199,12000,Fully Paid,13.48,720,724
756653,956606,5000,Fully Paid,7.76,705,709
758996,959210,15000,Fully Paid,18.32,735,739
758440,958602,30000,Charged Off,13.13,685,689
753098,952733,5000,Fully Paid,12.04,670,674
758964,959178,10000,Fully Paid,12.72,680,684
758959,959173,35000,Fully Paid,12.88,720,724
753996,953689,8900,Current,17.83,725,729
758869,959079,35000,Fully Paid,9.29,690,694
758889,959100,10000,Current,13.69,670,674
756971,956950,12900,Fully Paid,6.7,680,684
758813,959019,5000,Charged Off,8.69,690,694
758795,958999,9000,Current,21.49,675,679
747638,946594,18000,Current,11.89,795,799
757740,957815,6000,Charged Off,18.86,675,679
758751,958949,2000,Fully Paid,13.52,730,734
758736,958931,7000,Fully Paid,13.16,715,719
758717,958909,15000,Fully Paid,16.82,705,709
749427,948661,9450,Fully Paid,7.38,745,749
758723,958915,14000,Current,7.29,660,664
757460,957502,5000,Fully Paid,4.97,695,699
758672,958862,14000,Charged Off,23.28,685,689
296737,296734,10000,Fully Paid,0.71,810,814
755647,955511,10000,Fully Paid,7.98,680,684
758588,958765,7600,Fully Paid,1.43,810,814
758597,958775,4800,Charged Off,16.29,665,669
758590,958767,15000,Fully Paid,5.48,765,769
758592,958769,20000,Charged Off,17.73,690,694
755139,954929,7800,Charged Off,19.77,670,674
758526,958697,13600,Fully Paid,13.9,725,729
758437,958599,24000,Fully Paid,4.73,740,744
758321,958473,7400,Late (31-120 days),8.99,660,664
758319,958470,5000,Charged Off,4.08,680,684
758259,958403,3000,Fully Paid,21.5,685,689
758239,958376,4000,Fully Paid,18.7,715,719
755887,955770,9000,Charged Off,11.69,680,684
758242,958380,6000,Fully Paid,19.68,680,684
758218,958352,15000,Fully Paid,22.44,760,764
758131,958255,10350,Charged Off,18,660,664
758172,958301,5000,Fully Paid,6.71,725,729
758125,958249,6475,Fully Paid,8.49,715,719
758048,958163,6000,Fully Paid,4.8,705,709
758038,958152,7575,Current,8.67,685,689
758033,958147,35000,Current,8.9,685,689
757985,958094,4800,Fully Paid,20.69,705,709
757964,958070,5000,Charged Off,19.89,665,669
757943,958046,4000,Charged Off,1.03,790,794
757934,958037,6000,Current,7.68,730,734
757906,958004,22000,Current,12.14,720,724
757895,957991,3000,Fully Paid,4.47,805,809
757816,957898,30000,Late (31-120 days),16.21,710,714
757804,957885,8000,Fully Paid,18.75,740,744
755524,955378,3750,Fully Paid,6.47,760,764
757733,957807,9000,Fully Paid,24.15,715,719
